GEOID,year,count_lag2,count_lag3,count_lag4,count_lag5,count_lag6,stateAvg_lag2,Incident_nominal_lag2,neigh_death_count_lag2,temp_lag2,prec_lag2,hum_lag2,gini_lag2,County_type_lag2
1059,2020,0,1,0,0,0,0.2388059701492537,1,1,290.7783443085135,4.159379645192423,76.4949411836389,0.4265048154315044,0
1061,2020,0,0,0,0,0,0.2388059701492537,1,0,293.9619970034248,4.316992030085972,77.98965279217727,0.4217783561069968,0
1063,2020,0,0,0,0,0,0.2388059701492537,0,2,292.3872539363495,4.207984805089933,77.78430332549631,0.4452905578082446,0
1065,2020,0,0,0,0,0,0.2388059701492537,0,2,292.58192431306185,4.313744318678368,77.81849645327215,0.4279312334196321,0
1067,2020,0,1,0,0,0,0.2388059701492537,1,0,293.64693912871894,3.859711424718314,76.24505883308306,0.4587312547121256,0
1069,2020,0,0,0,0,0,0.2388059701492537,1,0,294.06401541095886,4.086965278228095,77.14634868465059,0.4288433086195169,1
1071,2020,0,0,0,0,0,0.2388059701492537,1,0,289.6028145568012,4.006657768759322,77.26848025387281,0.4454773609867999,0
1073,2020,2,4,2,0,0,0.2388059701492537,1,3,291.4727742513021,3.941146924410288,75.8165468677538,0.4536894384948215,1
1075,2020,0,0,0,0,0,0.2388059701492537,0,1,292.03891802226025,4.058040110549312,76.99557791409427,0.4172987622792567,0
1077,2020,0,0,0,0,0,0.2388059701492537,1,0,290.3228093116793,4.1399411407349715,76.47018542703421,0.4316647047574628,1
1079,2020,0,0,0,0,0,0.2388059701492537,0,0,290.507015113308,4.037784689246543,75.76002573509739,0.433708399283436,0
1081,2020,0,0,1,0,0,0.2388059701492537,1,3,292.208681707513,3.9762867710470067,75.31974755692156,0.4597255858646835,1
1083,2020,0,0,1,0,0,0.2388059701492537,1,0,290.46700166327753,4.024594413660841,75.86073189652677,0.42827370083753175,1
1085,2020,0,0,0,0,0,0.2388059701492537,0,1,292.7609537203018,3.9087411042740072,77.26618994098821,0.4357860196966151,0
1087,2020,0,0,0,0,0,0.2388059701492537,0,1,292.32121690723994,3.723520646620352,75.75204721215654,0.4535479858080823,0
1089,2020,0,2,1,0,0,0.2388059701492537,1,0,290.2469605328285,4.042928813920902,76.46350388200315,0.4391058462113199,1
1091,2020,0,0,0,0,0,0.2388059701492537,1,0,293.0235767939319,4.078347259235263,77.80997226662831,0.4275706255018672,0
1093,2020,0,0,0,0,0,0.2388059701492537,1,2,291.2768909750463,4.1316413538015935,76.40715070053872,0.4209617399679646,0
1095,2020,0,0,0,0,0,0.2388059701492537,1,0,289.85573621776007,3.970964631651046,77.23519686346185,0.4487024875329838,0
1097,2020,8,0,3,2,0,0.2388059701492537,1,2,293.9985743525257,4.391115878601063,80.19626698951194,0.4116979099952248,1
1099,2020,0,0,0,0,0,0.2388059701492537,1,1,293.2681294814851,4.138031552965281,78.22669960335509,0.4391278049418269,0
1101,2020,1,7,0,0,0,0.2388059701492537,1,0,292.8827376692263,3.795215482810288,76.90443372334518,0.43366862542493867,1
1103,2020,0,1,0,0,0,0.2388059701492537,1,0,290.2469605328285,4.042928813920902,76.46350388200315,0.4391058462113199,1
1105,2020,0,0,0,0,0,0.2388059701492537,0,0,292.582106415213,4.259533067870942,77.52979236759552,0.4384080340261359,0
1107,2020,0,0,0,0,0,0.2388059701492537,0,3,292.3001659654592,4.099507000745359,77.4868610800129,0.4462374886446628,0
1109,2020,0,0,0,0,0,0.2388059701492537,0,1,293.19038225287176,3.964595130068549,77.1234386635698,0.4270405754397762,0
1111,2020,0,0,0,0,0,0.2388059701492537,0,0,291.9386344178082,3.8131325104113594,75.22620711130637,0.4796166392934584,0
1113,2020,0,0,0,0,0,0.2388059701492537,1,3,292.9429795356646,4.060303607890975,75.98094824699506,0.4520370630718829,1
1117,2020,1,4,0,0,0,0.2388059701492537,1,2,291.77283300112373,4.142170749626644,76.37224195820012,0.4574416603969675,1
1115,2020,0,0,0,0,0,0.2388059701492537,0,3,291.3437212382277,3.742516797547351,75.12444463581797,0.4654509925133861,1
1119,2020,0,0,1,0,0,0.2388059701492537,1,1,292.4648224295002,4.17541668708589,77.74458808376366,0.4444193896292871,0
1121,2020,0,0,0,0,0,0.2388059701492537,1,1,291.3410315944724,3.727025572871234,75.13228061101208,0.4643873845478196,1
1123,2020,0,0,0,0,0,0.2388059701492537,0,0,291.98088633080044,3.672041621756722,75.45387843301846,0.4529403662751453,0
1125,2020,2,2,1,0,0,0.2388059701492537,1,3,291.943560372967,4.20621963882214,76.99129076097347,0.4248406795328484,1
1127,2020,0,0,0,0,0,0.2388059701492537,0,5,291.5068490363693,3.9972542297889593,76.0388423553885,0.4657316089862135,0
1129,2020,0,0,0,0,0,0.2388059701492537,0,9,293.18547722803396,4.174651483942894,79.37516887089976,0.4386343117127896,0
1131,2020,0,0,0,0,0,0.2388059701492537,1,0,293.04404990836366,4.006639925172456,77.87559720392096,0.4195264175616633,0
1133,2020,0,0,0,0,0,0.2388059701492537,1,0,290.89604550714364,4.112431525290555,75.86020759687031,0.4616967587917421,0
4001,2020,0,0,0,1,0,1.6666666666666667,1,1,288.32513851864104,0.8805382915600029,35.70952013141639,0.5618361861094417,0
4003,2020,0,0,0,0,0,1.6666666666666667,1,0,292.89916228551283,1.099490333503075,37.892998971460045,0.6919722642512517,1
4005,2020,0,0,0,2,0,1.6666666666666667,1,0,289.1819214647547,0.9387103898602152,35.18332853691762,0.6424895258705557,1
4007,2020,0,0,0,0,0,1.6666666666666667,1,25,291.43610527700514,1.1071122181940762,37.58858608089081,0.6557998743018035,0
4009,2020,0,1,0,0,0,1.6666666666666667,1,2,291.09979872840137,1.1685577051577771,38.044060473602414,0.6693331929924374,0
4011,2020,0,0,0,0,0,1.6666666666666667,1,0,291.1070366846372,1.0747521122793051,36.87834526218779,0.6732945808172065,0
4012,2020,0,0,0,0,0,1.6666666666666667,1,42,296.9174849450904,0.3414330361830485,29.06935979041207,0.7547712139816389,0
4013,2020,23,81,47,39,71,1.6666666666666667,1,2,296.7849961126358,0.7209197097182221,31.73789158528317,0.7247513333156761,1
4015,2020,0,1,0,1,0,1.6666666666666667,1,8,293.07080179794497,0.6308385144983905,30.006861696008137,0.6941277543249142,1
4017,2020,0,0,0,0,0,1.6666666666666667,1,0,289.60982381742315,0.7426590999478238,34.361864751718414,0.6116357894672657,0
4019,2020,0,5,4,18,5,1.6666666666666667,1,25,295.10446417821595,1.0193957193173089,37.1011193837205,0.7055569823452762,1
4021,2020,2,10,4,5,4,1.6666666666666667,1,23,295.56373956549663,0.8896642774138337,33.3093683739231,0.7085504168612182,1
4023,2020,0,0,0,0,0,1.6666666666666667,0,0,292.9684648348317,1.2571422164393886,40.2170252847889,0.7190367636414335,0
4025,2020,0,0,0,1,0,1.6666666666666667,1,23,292.3064144654009,0.9635023851151434,34.38973005296336,0.6996465778304121,1
4027,2020,0,0,2,0,0,1.6666666666666667,1,23,298.0230751908531,0.3721023249433431,32.488584260635726,0.7918100537296704,1
5001,2020,0,0,0,0,0,0.08,1,2,291.83905400524395,4.401139405319438,75.45461505210565,0.4702093683398133,0
5003,2020,0,0,0,0,0,0.08,1,1,293.0670676369861,4.211817223874162,74.99618607194462,0.4611648794114885,0
5005,2020,0,0,0,0,0,0.08,0,0,289.98596952255457,3.1803414168507294,69.46365382573376,0.5175153352287584,0
5007,2020,0,0,0,0,0,0.08,1,1,289.6084757765678,2.78210723860706,69.30494229042367,0.568042144179468,1
5009,2020,0,0,0,0,0,0.08,1,0,289.677300858171,2.9167283966899324,69.2143601613502,0.5477613701379112,0
5011,2020,0,0,0,3,0,0.08,1,1,292.0685626304313,4.473556303056332,75.97356927950088,0.4865063622876483,0
5013,2020,0,0,0,0,0,0.08,0,1,291.945697606753,4.470422385843404,75.68683454957727,0.4925789733995149,0
5015,2020,0,0,0,1,0,0.08,1,0,289.37340531022585,2.8136676022978677,69.74488235891681,0.5827402808409585,0
5017,2020,0,0,0,0,0,0.08,1,1,293.4413687928082,3.912458273799841,74.38060050859845,0.4830352039005802,0
5019,2020,0,0,0,0,0,0.08,1,0,291.112055864726,4.6313848436952005,74.59302026408994,0.5201912294530897,0
5021,2020,0,0,0,0,0,0.08,1,0,290.65852569162,3.155448428066723,72.40177070931212,0.4944677347893312,0
5023,2020,0,0,0,0,0,0.08,1,0,290.2296178530341,3.7677379649971448,71.6525770213506,0.5136067580083831,0
5025,2020,0,0,0,0,0,0.08,1,2,291.7693599335135,4.5770772761673255,76.48136573686993,0.4969406298847954,0
5027,2020,0,1,2,1,1,0.08,1,2,292.93274268581445,4.226882855847573,74.25514582803804,0.5043689718469208,0
5029,2020,0,0,0,0,0,0.08,1,0,290.1976989746093,4.360296457180592,73.91886573686993,0.5298614854148475,0
5031,2020,0,0,0,1,0,0.08,1,0,290.74458467666415,3.9852964521538814,74.75937295155983,0.4808173967333908,1
5033,2020,0,1,0,0,0,0.08,1,3,289.9710989338078,3.697387988966056,71.38069119388109,0.5622926957386555,1
5035,2020,0,0,0,2,1,0.08,1,6,290.79327888662976,4.171961696693868,75.73226448651326,0.4108034891474053,1
5037,2020,0,0,0,0,0,0.08,0,0,290.7791416952054,4.145923589873574,75.44662684610445,0.4399726584928138,0
5039,2020,0,0,0,0,0,0.08,0,0,291.17944126912994,4.706459759570153,76.50999364983545,0.5079966294056301,0
5041,2020,0,0,0,0,0,0.08,1,0,292.2428382518196,4.240479112435588,75.04807811162246,0.4581606150717946,0
5043,2020,0,0,0,0,0,0.08,1,0,292.45065274173265,4.339636146646689,75.24335203823978,0.4847324167233668,0
5045,2020,0,0,0,0,0,0.08,1,0,290.73139439412995,4.2374368784204055,74.17326426048801,0.5081047343956285,1
5047,2020,0,0,0,0,0,0.08,0,2,289.75303929995187,3.761998081751198,71.90901963743445,0.5620401792884426,0
5049,2020,0,0,0,0,0,0.08,0,0,290.22676199299013,2.9948819354200973,70.31356460362268,0.4927366265382411,0
5051,2020,0,0,0,0,1,0.08,1,0,290.66325976228063,4.623338688430539,73.89203025086286,0.5302544095573475,1
5053,2020,0,0,0,0,0,0.08,0,2,291.11513950574346,4.765158742421866,77.08267820175382,0.5071951194424517,0
5055,2020,0,0,0,0,0,0.08,0,0,290.73447123488336,3.4846061732199,73.26864625068559,0.475081943045757,0
5057,2020,0,0,0,0,0,0.08,1,0,292.11558194095136,4.210435585572411,73.9856520665835,0.5373461700690456,0
5059,2020,0,0,0,0,0,0.08,0,0,290.76487585616434,4.759044310130769,74.55342269270388,0.5289692459972102,0
5061,2020,0,0,0,0,0,0.08,0,0,291.0897540645514,4.675960695115865,73.80599455114917,0.5324014541622677,0
5063,2020,0,0,0,0,1,0.08,1,0,290.7552920824861,3.5721382908830464,72.38397690237385,0.5048819265550218,0
5065,2020,0,0,0,0,0,0.08,1,0,290.2335113664738,3.13383027881342,70.45543091656411,0.4976974981908544,0
5067,2020,0,0,0,0,0,0.08,0,0,290.92936100371895,3.7767437378061937,74.10130358134232,0.4807619148869641,0
5069,2020,2,1,0,3,0,0.08,1,0,291.45808225866864,4.733898046832926,76.73020566339366,0.49483397409810403,1
5071,2020,0,0,0,0,0,0.08,1,0,289.6785208924176,3.701866803554615,72.12763054207579,0.5456074829353439,0
5073,2020,0,0,0,0,0,0.08,1,0,292.92057980054045,4.165640358713172,73.6207012333282,0.5262575470155534,0
5075,2020,0,0,0,0,0,0.08,1,0,290.602397260274,3.318092909641564,72.34411176916672,0.4860128353412262,0
5077,2020,0,0,0,0,0,0.08,0,0,291.22106164383564,4.099144913959804,75.6117810393033,0.4282822131770778,0
5079,2020,0,1,0,0,0,0.08,1,2,291.7766426818012,4.612369071943385,75.67240814836056,0.4889200619710917,0
5081,2020,0,0,1,0,1,0.08,1,0,292.3749569409514,4.0768168648916445,73.54054822529831,0.558586491824519,0
5083,2020,0,0,0,0,0,0.08,1,2,290.54659233197805,4.098950134190821,72.10225624398005,0.5566720413955137,0
5085,2020,0,1,1,1,0,0.08,1,2,291.1872216629656,4.411268568768304,75.13636350239794,0.4910586360861435,1
5087,2020,0,0,0,0,0,0.08,0,1,289.0937821061644,3.1233868511025955,70.60778367552037,0.5637848764050788,0
5089,2020,0,1,0,0,0,0.08,1,0,290.01269230254707,3.1157687874718065,69.24978735936827,0.5142087173948143,0
5091,2020,0,0,2,0,1,0.08,1,4,292.5360583440353,4.127901331078647,74.03755137125658,0.5432635583257956,1
5093,2020,0,0,0,0,0,0.08,1,5,290.59480321596754,4.070069205404799,75.13957226060843,0.4461879842814648,0
5095,2020,0,0,0,0,0,0.08,0,0,291.6468589469178,4.218481749417002,74.91682704768769,0.4580278884270298,0
5097,2020,0,0,0,0,0,0.08,0,0,290.5669250488281,4.655696347103981,72.79006115639045,0.5332022883852122,0
5099,2020,0,0,0,0,0,0.08,1,0,291.9959812948148,4.387668752257478,74.30745741961753,0.5145301377399885,0
5101,2020,0,0,0,0,0,0.08,0,0,289.2572292380137,3.081746944398569,70.23488123645521,0.5371557341173226,0
5103,2020,0,1,1,0,0,0.08,1,1,291.945697606753,4.470422385843404,75.68683454957727,0.4925789733995149,0
5105,2020,0,0,0,0,0,0.08,0,0,290.47395126551805,4.447434729663403,73.78924258715486,0.5158956174598603,0
5107,2020,0,0,0,0,0,0.08,1,0,291.51700021404116,4.160462346625849,75.31724443827589,0.41902787850602097,0
5109,2020,0,0,0,0,0,0.08,0,0,291.1889875020066,4.663118235035052,73.88923720268355,0.5317448147909266,0
5111,2020,0,0,0,0,0,0.08,0,0,290.76186322773975,4.067388342640928,75.10299984657601,0.4514049503866508,0
5113,2020,0,0,0,0,0,0.08,0,0,290.54591156423913,4.614470245532551,72.67797318550005,0.5394250221046792,0
5115,2020,0,0,0,0,0,0.08,1,0,289.6327535550888,3.6982405929763615,72.49031265467815,0.5272664424140813,0
5117,2020,0,0,0,0,0,0.08,0,0,291.3876370531891,4.329086406562365,75.56840778507602,0.4840982961854699,0
5119,2020,0,3,0,0,1,0.08,1,2,290.9144050995291,4.647325205002024,76.20625869541945,0.5101197387246145,1
5121,2020,0,0,0,0,0,0.08,1,0,290.46535744863013,2.9504719789163447,71.2330674262896,0.4827681566862429,0
5125,2020,0,1,0,0,0,0.08,1,0,290.8346693065068,4.665253289848512,75.73590866506916,0.5191868788222077,1
5127,2020,0,0,0,0,0,0.08,1,2,290.5490648522224,4.173028316547802,71.64737581575298,0.5755032499684613,0
5129,2020,0,0,0,0,0,0.08,1,0,289.77167157734914,3.1607138472546623,69.7832706817209,0.5162152384657633,0
5131,2020,2,1,0,1,1,0.08,1,0,290.5584113134094,4.03837150119788,71.62173352524566,0.5783030876596877,1
5133,2020,0,0,0,0,0,0.08,1,0,291.3696433707459,4.5586162269852215,73.72126309120492,0.5331766264622001,0
5135,2020,0,0,0,0,0,0.08,0,0,290.3240421660958,3.2530101501114044,71.29506983299778,0.4875905907118153,0
5123,2020,0,0,0,0,0,0.08,1,0,291.1169436269264,4.122815359364851,75.38657993264398,0.4330652182807552,0
5137,2020,0,0,0,0,0,0.08,0,0,290.11791515611617,3.2043639622257776,70.27483216377153,0.5053683401294199,0
5139,2020,1,1,0,1,0,0.08,1,1,292.8741402682648,4.252016289630504,75.10198518935944,0.4719750468762352,0
5141,2020,0,0,0,0,0,0.08,0,0,289.80378309276006,3.8589711828290336,72.23862163595956,0.5188224608046542,0
5143,2020,1,0,0,1,0,0.08,1,0,289.44498600371895,3.1568182832162743,70.16350400741786,0.5546107737788959,1
5145,2020,0,2,1,1,1,0.08,1,0,291.23563775885594,3.934511650350308,74.30013167498862,0.4887611421326312,0
5147,2020,0,0,0,0,0,0.08,0,0,291.3171714469178,3.9678824261943335,74.8088860603228,0.4627685477371215,0
5149,2020,0,0,0,0,0,0.08,1,0,290.49314717331976,4.23869042618179,72.99935962555074,0.5293513170013587,0
6001,2020,0,1,0,0,1,2.655172413793104,1,19,290.28078352418663,1.0970409006553967,57.77554411587654,0.8055186770682765,1
6003,2020,0,0,0,0,0,2.655172413793104,0,2,279.98704532989086,2.1499886028764172,48.01276030083226,0.7792595509344399,0
6005,2020,0,0,1,0,0,2.655172413793104,1,20,287.1135318787458,2.1696771817689675,51.76473088721709,0.7852928502237762,0
6007,2020,8,3,11,23,10,2.655172413793104,1,5,287.5606671895066,2.076702742225952,51.6647589801109,0.7538286678025595,1
6009,2020,0,0,0,0,0,2.655172413793104,1,17,290.0350064212329,2.011614601004557,50.25348176564257,0.8072922083208327,0
6011,2020,0,0,1,0,0,2.655172413793104,1,19,290.91287256528244,1.4512079161404705,51.3818584034541,0.7843321008930211,0
6013,2020,2,2,3,1,5,2.655172413793104,1,20,290.407058005137,1.229237317927522,60.12233356580342,0.7976314480281265,1
6015,2020,0,0,0,0,0,2.655172413793104,0,1,283.7587757685413,3.519029352001484,67.67599310156417,0.7033069682573669,0
6017,2020,0,0,1,0,0,2.655172413793104,1,20,286.2257734742883,2.0780329719576867,51.571926932138936,0.775748964922443,1
6019,2020,9,10,13,5,14,2.655172413793104,1,12,287.81450054104823,1.1062248518296731,42.75909838161149,0.7971975973800082,1
6021,2020,1,0,2,8,3,2.655172413793104,1,9,289.7787425420057,1.5363267078835272,49.26681483368896,0.7817991875573842,0
6023,2020,1,0,0,0,0,2.655172413793104,1,0,284.9927864248893,2.7463584589833365,61.724088026072906,0.7253711682990585,0
6025,2020,0,2,0,0,1,2.655172413793104,1,13,297.0794974642075,0.2799763001721957,30.19403716483618,0.7868801481778142,1
6027,2020,0,1,0,0,0,2.655172413793104,1,28,290.1419832245292,0.5897059556339262,30.067699511802363,0.7503518992596983,0
6029,2020,4,18,13,8,8,2.655172413793104,1,50,293.04509611782964,0.5698858852545104,36.36801495486743,0.8381231063579073,1
6031,2020,0,1,5,0,2,2.655172413793104,1,20,294.3256680088829,0.6595391169103227,40.782748661825174,0.843380457767107,1
6033,2020,0,0,0,2,0,2.655172413793104,1,11,288.8816933708415,1.7984058669659009,52.088129354876315,0.7773787462883602,0
6035,2020,0,0,0,0,0,2.655172413793104,1,1,283.90367687247726,1.2468040751044298,49.948460182145176,0.6768644539789543,0
6037,2020,34,223,114,239,195,2.655172413793104,1,21,292.3799782232296,0.607967237412288,41.981723700297536,0.8609648080749522,1
6039,2020,4,2,5,3,2,2.655172413793104,1,11,288.67127583357103,1.427228143196695,45.26386921271523,0.8093163371018582,1
6041,2020,0,0,0,1,0,2.655172413793104,1,2,289.4619932688533,1.5325032345332923,66.90834196952927,0.7936903263707183,1
6043,2020,0,0,0,0,0,2.655172413793104,0,13,287.46925981913535,1.7945194953970909,46.994807776882226,0.8140595404580979,0
6045,2020,0,0,0,2,1,2.655172413793104,1,3,287.5009207111516,2.190221650349365,57.47295673056825,0.7650689735369175,0
6047,2020,1,5,0,1,1,2.655172413793104,1,21,292.47681624380823,1.1521447108754226,47.062007296388636,0.8196080127081106,1
6049,2020,0,0,0,0,0,2.655172413793104,1,1,282.9407267531304,1.1228835629401828,54.290540240562116,0.6763218503102236,0
6051,2020,0,0,0,0,0,2.655172413793104,1,15,282.15078370255435,1.0992928663424473,40.046261241338,0.7397705846525114,0
6053,2020,0,0,1,0,0,2.655172413793104,1,9,291.5942826661113,0.993921452140022,47.85349812964871,0.8399213488114763,1
6055,2020,1,0,0,0,0,2.655172413793104,1,9,289.57797525484267,1.7653335609162981,58.8456852142125,0.7902128839617787,1
6057,2020,1,0,0,1,0,2.655172413793104,1,10,286.6187770895762,2.5258322825117387,51.99826447473814,0.7748095026540923,0
6059,2020,8,24,26,71,197,2.655172413793104,1,55,292.9898547028842,0.5874689768439666,54.89679832197216,0.8591287397634613,1
6061,2020,8,0,4,0,5,2.655172413793104,1,16,286.06440914624363,2.4757552195643195,51.527802252225115,0.7743615151577744,1
6063,2020,0,0,0,0,0,2.655172413793104,1,12,282.54251147604253,2.2356258473236847,52.267315617092905,0.7335610115349458,0
6065,2020,11,20,9,91,10,2.655172413793104,1,18,295.82733186757184,0.33832564264349274,31.75680407724682,0.8005991891771255,1
6067,2020,11,2,22,3,9,2.655172413793104,1,29,291.38151133080027,1.3387172030979873,57.932140941881116,0.7918717384001824,1
6069,2020,0,0,0,0,0,2.655172413793104,0,11,291.37324091663083,0.9608643909225236,48.0995767379134,0.8288764644276526,0
6071,2020,8,45,8,47,17,2.655172413793104,1,57,294.5792411478717,0.4283988946376991,29.80958625091732,0.7685508397001815,1
6073,2020,2,0,16,31,9,2.655172413793104,1,19,292.8286113223918,0.558509523065418,53.14737311436009,0.8391991994329832,1
6075,2020,0,0,0,0,0,2.655172413793104,1,2,289.8709117314587,1.0795922683092625,62.31856635106753,0.7983228533858462,1
6077,2020,9,9,9,2,7,2.655172413793104,1,20,291.5783042594178,1.2894093464148972,54.178061691702226,0.7949123307583793,1
6079,2020,0,0,0,0,0,2.655172413793104,1,4,292.0904316272472,0.7561781977547894,48.39564484478678,0.8553213210804508,1
6081,2020,0,0,0,0,0,2.655172413793104,1,1,289.5134203767123,1.1578242891959285,65.16599766718198,0.7997556400436696,1
6083,2020,0,0,0,0,0,2.655172413793104,1,5,291.5065129647748,0.7363505725015229,52.152776030598346,0.8565898831974202,1
6085,2020,1,0,1,5,7,2.655172413793104,1,8,290.5910748207407,1.0744032007206623,54.42239765742052,0.8122738200395707,1
6087,2020,0,0,0,0,0,2.655172413793104,1,1,289.97460725688506,1.1950424728530245,59.8242237735557,0.808895857792355,1
6089,2020,1,1,1,1,2,2.655172413793104,1,1,284.9829116483636,2.211825210349436,53.28529583013479,0.7099493975874497,1
6091,2020,0,0,0,0,0,2.655172413793104,0,3,283.61539719115643,2.712201063420291,51.966846849276045,0.7624583303498883,0
6093,2020,0,0,0,1,0,2.655172413793104,1,2,283.95697592419907,2.10819641408932,59.0486251203981,0.6836341120947647,0
6095,2020,0,0,2,1,4,2.655172413793104,1,23,290.407058005137,1.229237317927522,60.12233356580342,0.7976314480281265,1
6097,2020,0,0,0,0,0,2.655172413793104,1,3,289.229307911494,1.8993643155185533,61.673879858565655,0.7860932142858711,1
6099,2020,7,14,22,8,21,2.655172413793104,1,12,292.78239840851546,1.3580868465520213,49.96692501747445,0.799827579390115,1
6101,2020,1,2,6,0,4,2.655172413793104,1,38,292.01214995362443,1.447999803924941,54.85989019663918,0.7918087482023233,1
6103,2020,1,0,5,3,3,2.655172413793104,1,10,287.04290721318495,1.9685748828893397,50.25077945238923,0.7441668816402606,0
6105,2020,0,0,0,0,0,2.655172413793104,0,3,285.5117380359945,2.4071051785015403,56.0328605373156,0.7296430393714158,0
6107,2020,7,11,10,12,15,2.655172413793104,1,13,290.2857814283675,0.8715827154161181,38.11688624342828,0.8205831962410022,1
6109,2020,1,0,0,0,0,2.655172413793104,0,11,284.25241245336974,1.980720668407428,47.07227520429458,0.7913490004739548,0
6111,2020,1,1,6,5,1,2.655172413793104,1,38,291.0281091977472,0.7721151034988528,46.50264708636559,0.8778936801342547,1
6113,2020,9,3,10,4,6,2.655172413793104,1,13,291.04555321262313,1.3950388982871835,55.39020571774,0.7954040189946192,1
6115,2020,2,1,8,6,1,2.655172413793104,1,18,289.7345121869648,2.0432712764917245,53.87691400815361,0.7673357489704404,1
8001,2020,3,4,6,3,3,0.8125,1,22,286.77006952991263,0.8525232030203159,42.405195833667776,0.6130280236816834,1
8003,2020,0,0,0,0,0,0.8125,1,0,285.234743970061,0.8043318481772467,38.68351697529832,0.5219293363665769,0
8005,2020,5,2,7,9,1,0.8125,1,10,286.77006952991263,0.8525232030203159,42.405195833667776,0.6130280236816834,1
8007,2020,0,0,0,0,0,0.8125,1,1,280.43468954007943,1.0328253575005952,46.705759412512926,0.5441192232668447,0
8009,2020,0,1,0,0,0,0.8125,1,0,289.60195269935014,1.3103719538407006,45.4267251970759,0.6419175877996719,0
8011,2020,0,0,1,0,2,0.8125,1,1,289.37196580024613,0.8910720039501397,43.91411963162357,0.669094853836146,0
